Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel																																																																																			
newboss_cy	0	5	0	24			131				boss051	0	0	0	0	0	37	38	20	11	10	10	336	0|20	336	0|20	108	0|30	337	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	1	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	720	100	\settings\droprate\boss\newboss\cuiyandroprate.ini	3	0|65	0|1600	0|0	0|0	0|1170	0|1600	0|0	0|0	0|0	0|0	86	0|20	297	0|60																																																																																			
newboss_gb	0	5	0	24			131				boss052	0	0	0	0	0	37	38	20	11	10	10	357	0|20	128	0|20	359	0|20	359	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	720	100	\settings\droprate\boss\newboss\gaibangdroprate.ini	3	0|650	0|0	0|0	0|0	0|0	0|0	0|0	0|1200	0|0	0|0	86	0|20	297	0|60																																																																																			
newboss_tr	0	5	0	24			131				boss053	0	0	0	0	0	37	38	20	11	10	10	361	0|20	361	0|20	362	0|20	362	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	115	\settings\droprate\boss\newboss\tianrendroprate.ini	3	0|1728	0|0	0|0	0|0	0|0	0|0	0|0	0|4400	0|0	0|0	146	0|20	297	0|60																																																																																			
newboss_wd	0	5	0	24			131				boss054	0	0	0	0	0	37	38	20	11	10	10	368	0|20	368	0|20	365	0|10	365	0|10		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	8000	100	0	0	2400	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	100	\settings\droprate\boss\newboss\wudangdroprate.ini	3	0|800	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|1000	0|1400	159	0|20	297	0|60																																																																																			
newboss_kl	0	5	0	24			131				boss055	0	0	0	0	0	37	38	20	11	10	10	372	0|20	372	0|20	375	0|20	375	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	100	\settings\droprate\boss\newboss\kunlundroprate.ini	3	0|660	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|600	0|1380	86	0|20	297	0|60																																																																																			
<<Î´·­Òë>>	3	6	0								item001	0	0	0	0	0	22	30																																												400		700																						30		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
GMFACE_yuenan	3	5	4	24							boss056	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
GMFACE_taiwan	3	5	4	24							boss057	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Bich Ly	3	6	0								enemy060	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Thuy An	3	6	0								enemy058	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Ngan Khanh	3	6	0								enemy059	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Thu Hang	3	6	0								passerby151	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Hoang Phuong	3	6	0								enemy097	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Ngoc Han	3	6	0								enemy099	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Thuy Duong	3	6	0								enemy102	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Bao Thy	3	6	0								enemy115	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Thi Nghi Sinh	3	6	0	0			112				enemy003	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	27750	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	75|0	45|0	15|0	60|0	45|0	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Lång ®Ìn b­¬m b­ím	3	6	0								item002	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Lång ®Ìn ng«i sao	3	6	0								item003	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Lång ®Ìn èng	3	6	0								item004	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Lång ®Ìn trßn	3	6	0								item005	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Lång ®Ìn c¸ chÐp	3	6	0								item006	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Lång ®Ìn kÐo qu©n	3	6	0								item007	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
<<Î´·­Òë>>	0	5	4	1			107				ani065	0	0	0	0	0	21	20	24	9	21	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	6	6	18	18	400	10	700	1	50	40	20	0	0	20	0	0	0	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\workday\duxiezi.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
newboss_sdcy	0	5	0	24			131				boss058	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	720	115	\settings\droprate\boss\newboss\tangmendroprate.ini	3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
newboss_fzem	0	5	0	24			131				boss059	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	720	115	\settings\droprate\boss\newboss\tangmendroprate.ini	3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
newboss_ggb	0	5	0	24			131				boss060	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	720	115	\settings\droprate\boss\newboss\tangmendroprate.ini	3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
newboss_jkl	0	5	0	24			131				boss061	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	720	115	\settings\droprate\boss\newboss\tangmendroprate.ini	3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
newboss_qsl	0	5	0	24			131				boss062	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	720	115	\settings\droprate\boss\newboss\tangmendroprate.ini	3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
newboss_fdt	0	5	0	24			131				boss063	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	720	115	\settings\droprate\boss\newboss\tangmendroprate.ini	3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
newboss_fzwd	0	5	0	24			131				boss064	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	720	115	\settings\droprate\boss\newboss\tangmendroprate.ini	3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
newboss_dyw	0	5	0	24			131				boss065	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	720	115	\settings\droprate\boss\newboss\tangmendroprate.ini	3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
newboss_fztm	0	5	0	24			131				boss066	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	720	115	\settings\droprate\boss\newboss\tangmendroprate.ini	3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
newboss_qwd	0	5	0	24			131				boss067	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	720	115	\settings\droprate\boss\newboss\tangmendroprate.ini	3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60																																																																																			
Ng­êi r¬m	3	6	0								passerby216	0	0	0	0	0	22	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
§Þch Quèc MËt Hµm	3	6	0								passerby217	0	0	0	0	0	22	31																																												400		700																						100		37	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Ng­êi TuyÕt	0	5	0	1			131				boss068	0	0	0	0	0	37	38	20	11	10	10	752	0|8	752	0|8	752	0|8	752	0|8		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	32000	0|0	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|224	0|224	0|224	0|224	0|224	75	75	75	75	75	720	115	\settings\droprate\event\christmasday_2006\npc\snowman_normal.ini	3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60																																																																																			
Boss ng­êi TuyÕt	0	5	0	24			131				boss068	0	0	0	0	0	37	38	20	11	10	10	752	0|12	752	0|12	752	0|12	752	0|12		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	400000	0|0	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|224	0|224	0|224	0|224	0|224	75	75	75	75	75	720	115	\settings\droprate\event\christmasday_2006\npc\snowman_surper.ini	3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60																																																																																			
Bao quµ gi¸ng sinh	3	5	4	0							passerby218	0	0	0	0	0	19	19	20	11	10	10	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		70		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
<<Î´·­Òë>>	0	5	0	12			190				enemy081	0	0	0	0	0	37	38	20	11	10	10	753	0|8	754	0|8	755	0|8	754	0|8		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	4500000	0|0	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|224	0|224	0|224	0|224	0|224	75	75	75	75	75	720	115	\settings\droprate\goldennpc\seasonnpc_01.ini	3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60																																																																																			
<<Î´·­Òë>>	0	5	0	18			190				enemy081	0	0	0	0	0	37	38	20	11	10	10	753	0|16	754	0|16	755	0|16	754	0|16		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	6000000	0|0	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|224	0|224	0|224	0|224	0|224	75	75	75	75	75	720	115	\settings\droprate\goldennpc\seasonnpc_01.ini	3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60																																																																																			
daoqingzhenren_f	0	5	4	24			165				boss001	0	0	0	0	0	37	38	20	11	10	10	368	0|20	368	0|20	365	0|10	365	0|10		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	5000	100	0	0	1800	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	100	\settings\droprate\boss\fixureboss\daoqingzhenrendroprate.ini	3	0|900	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|1200	0|1600	159	0|20	297	0|60																																																																																			
duanmurui_f	0	5	3	24			165				boss015	0	0	0	0	0	37	38	20	11	10	10	361	0|20	361	0|20	362	0|20	362	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	100	\settings\droprate\boss\fixureboss\duanmuruidroprate.ini	3	0|1728	0|0	0|0	0|0	0|0	0|0	0|0	0|4400	0|0	0|0	146	0|20	297	0|60																																																																																			
gubo_f	0	5	0	24			165				boss018	0	0	0	0	0	37	38	20	11	10	10	324	0|62	324	0|62	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	100	\settings\droprate\boss\fixureboss\gubodroprate.ini	3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60																																																																																			
zhonglingxiu_f	0	5	2	24			165				boss005	0	0	0	0	0	37	38	20	11	10	10	336	0|20	336	0|20	337	0|30	337	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	180	100	\settings\droprate\boss\fixureboss\zhonglingxiudroprate.ini	3	0|65	0|1600	0|0	0|0	0|1170	0|1600	0|0	0|0	0|0	0|0	86	0|20	297	0|60																																																																																			
